store_sales(in millions),unit_sales(in millions),total_children,num_children_at_home,avg_cars_at home(approx).1,gross_weight,recyclable_package,low_fat,units_per_case,store_sqft,coffee_bar,video_store,salad_bar,prepared_food,florist,cost
5.43,3.0,4.0,0.0,2.0,6.27,0.0,0.0,3.0,30797.0,1.0,1.0,1.0,1.0,1.0,116.4
6.22,2.0,1.0,0.0,2.0,13.9,0.0,1.0,3.0,21215.0,1.0,0.0,0.0,0.0,0.0,137.77
8.4,3.0,5.0,0.0,2.0,6.96,1.0,1.0,2.0,30797.0,1.0,1.0,1.0,1.0,1.0,98.81
13.52,4.0,1.0,1.0,2.0,13.7,1.0,0.0,20.0,23112.0,1.0,1.0,1.0,1.0,1.0,144.54
7.72,2.0,4.0,0.0,3.0,6.2,1.0,1.0,11.0,34791.0,0.0,0.0,1.0,1.0,0.0,110.17
4.72,2.0,4.0,4.0,2.0,7.55,1.0,1.0,3.0,22478.0,1.0,0.0,0.0,0.0,0.0,136.43
4.92,3.0,1.0,1.0,2.0,18.3,1.0,0.0,6.0,39696.0,0.0,0.0,1.0,1.0,0.0,118.25
8.4,4.0,5.0,0.0,3.0,18.0,0.0,0.0,7.0,39696.0,0.0,0.0,1.0,1.0,0.0,51.47
4.47,3.0,3.0,3.0,3.0,7.33,0.0,0.0,4.0,33858.0,1.0,0.0,1.0,1.0,1.0,91.0
4.9,2.0,4.0,2.0,3.0,12.0,1.0,1.0,34.0,23593.0,0.0,0.0,0.0,0.0,0.0,137.47
15.72,4.0,2.0,2.0,1.0,21.9,1.0,0.0,27.0,23688.0,1.0,1.0,1.0,1.0,1.0,68.84
4.36,2.0,0.0,0.0,1.0,8.82,0.0,1.0,24.0,23688.0,1.0,1.0,1.0,1.0,1.0,85.88
4.96,2.0,2.0,0.0,4.0,20.4,1.0,1.0,25.0,23759.0,1.0,0.0,1.0,1.0,1.0,147.18
12.64,4.0,4.0,2.0,2.0,13.2,1.0,0.0,15.0,33858.0,1.0,0.0,1.0,1.0,1.0,142.58
3.13,1.0,4.0,0.0,2.0,10.4,1.0,0.0,13.0,24597.0,1.0,0.0,0.0,0.0,0.0,79.33
2.28,2.0,3.0,2.0,3.0,14.4,0.0,0.0,13.0,34791.0,0.0,0.0,1.0,1.0,0.0,105.19
11.94,3.0,3.0,0.0,1.0,18.5,1.0,1.0,11.0,23688.0,1.0,1.0,1.0,1.0,1.0,117.04
5.0,4.0,1.0,0.0,4.0,10.4,0.0,0.0,31.0,34791.0,0.0,0.0,1.0,1.0,0.0,137.55
3.88,4.0,3.0,2.0,2.0,7.67,0.0,0.0,35.0,27694.0,1.0,1.0,1.0,1.0,1.0,131.75
4.4,2.0,2.0,0.0,3.0,15.7,1.0,1.0,19.0,33858.0,1.0,0.0,1.0,1.0,1.0,67.31
4.94,2.0,3.0,0.0,0.0,20.1,0.0,0.0,34.0,23112.0,1.0,1.0,1.0,1.0,1.0,102.47
4.2,3.0,0.0,0.0,3.0,21.3,1.0,1.0,31.0,34791.0,0.0,0.0,1.0,1.0,0.0,125.48
9.33,3.0,3.0,3.0,3.0,8.44,0.0,0.0,7.0,23112.0,1.0,1.0,1.0,1.0,1.0,95.45
8.01,3.0,4.0,2.0,2.0,12.8,1.0,0.0,16.0,23593.0,0.0,0.0,0.0,0.0,0.0,103.9
3.48,3.0,5.0,0.0,3.0,17.1,1.0,0.0,18.0,21215.0,1.0,0.0,0.0,0.0,0.0,137.77
7.38,3.0,1.0,1.0,1.0,6.76,1.0,1.0,3.0,27694.0,1.0,1.0,1.0,1.0,1.0,54.11
11.43,3.0,1.0,0.0,1.0,13.7,0.0,0.0,9.0,21215.0,1.0,0.0,0.0,0.0,0.0,91.28
7.36,4.0,2.0,2.0,2.0,19.7,1.0,0.0,17.0,33858.0,1.0,0.0,1.0,1.0,1.0,138.81
5.28,4.0,3.0,3.0,4.0,17.9,0.0,1.0,33.0,20319.0,0.0,0.0,0.0,0.0,0.0,126.24
9.52,4.0,2.0,1.0,2.0,16.0,1.0,0.0,16.0,21215.0,1.0,0.0,0.0,0.0,0.0,91.28
5.52,3.0,4.0,3.0,3.0,9.0,0.0,0.0,19.0,27694.0,1.0,1.0,1.0,1.0,1.0,59.86
5.18,2.0,2.0,0.0,3.0,9.43,0.0,0.0,20.0,23112.0,1.0,1.0,1.0,1.0,1.0,75.22
8.7,3.0,3.0,0.0,2.0,8.39,1.0,1.0,34.0,34791.0,0.0,0.0,1.0,1.0,0.0,77.01
5.92,4.0,4.0,3.0,3.0,18.2,0.0,1.0,9.0,30797.0,1.0,1.0,1.0,1.0,1.0,110.56
1.97,1.0,4.0,0.0,3.0,7.43,0.0,0.0,13.0,24597.0,1.0,0.0,0.0,0.0,0.0,69.15
2.92,2.0,2.0,0.0,1.0,17.0,1.0,1.0,34.0,20319.0,0.0,0.0,0.0,0.0,0.0,124.36
11.94,3.0,3.0,3.0,2.0,7.47,0.0,0.0,8.0,33858.0,1.0,0.0,1.0,1.0,1.0,67.31
2.52,4.0,2.0,0.0,2.0,14.5,1.0,0.0,3.0,21215.0,1.0,0.0,0.0,0.0,0.0,66.78
2.22,3.0,1.0,1.0,3.0,7.42,0.0,1.0,18.0,21215.0,1.0,0.0,0.0,0.0,0.0,59.19
2.24,4.0,2.0,2.0,3.0,7.22,1.0,0.0,11.0,27694.0,1.0,1.0,1.0,1.0,1.0,50.79
5.2,4.0,1.0,0.0,2.0,20.5,0.0,1.0,33.0,33858.0,1.0,0.0,1.0,1.0,1.0,95.74
7.12,4.0,4.0,0.0,2.0,19.0,1.0,0.0,31.0,23112.0,1.0,1.0,1.0,1.0,1.0,95.45
5.97,3.0,1.0,0.0,2.0,15.6,0.0,1.0,25.0,30268.0,0.0,0.0,0.0,0.0,0.0,89.37
15.44,4.0,1.0,1.0,4.0,6.2,1.0,1.0,11.0,30797.0,1.0,1.0,1.0,1.0,1.0,68.91
11.2,4.0,3.0,3.0,3.0,7.54,0.0,1.0,6.0,33858.0,1.0,0.0,1.0,1.0,1.0,122.47
7.28,4.0,3.0,0.0,1.0,9.16,1.0,1.0,23.0,23112.0,1.0,1.0,1.0,1.0,1.0,60.87
9.88,4.0,4.0,4.0,3.0,17.8,1.0,0.0,8.0,20319.0,0.0,0.0,0.0,0.0,0.0,112.49
2.31,3.0,1.0,0.0,4.0,13.4,1.0,1.0,26.0,27694.0,1.0,1.0,1.0,1.0,1.0,59.86
1.56,2.0,1.0,1.0,3.0,14.2,1.0,0.0,19.0,30797.0,1.0,1.0,1.0,1.0,1.0,99.38
11.52,4.0,3.0,0.0,1.0,16.9,0.0,1.0,14.0,23598.0,0.0,0.0,0.0,0.0,1.0,101.84
10.35,3.0,0.0,0.0,2.0,13.7,1.0,0.0,26.0,23688.0,1.0,1.0,1.0,1.0,1.0,68.97
5.72,4.0,4.0,0.0,2.0,18.9,1.0,0.0,35.0,30797.0,1.0,1.0,1.0,1.0,1.0,53.29
6.84,4.0,4.0,0.0,3.0,17.1,1.0,1.0,6.0,23598.0,0.0,0.0,0.0,0.0,1.0,83.26
5.58,3.0,3.0,3.0,2.0,13.5,1.0,0.0,16.0,30584.0,1.0,1.0,1.0,1.0,1.0,54.36
7.2,3.0,2.0,2.0,2.0,10.7,0.0,0.0,30.0,20319.0,0.0,0.0,0.0,0.0,0.0,117.29
3.42,2.0,1.0,0.0,2.0,10.1,0.0,0.0,14.0,30268.0,0.0,0.0,0.0,0.0,0.0,100.91
4.89,3.0,4.0,4.0,3.0,12.5,1.0,1.0,34.0,38382.0,0.0,0.0,0.0,0.0,0.0,125.1
14.16,4.0,5.0,1.0,2.0,10.9,1.0,0.0,33.0,20319.0,0.0,0.0,0.0,0.0,0.0,140.57
15.88,4.0,4.0,3.0,2.0,11.5,0.0,0.0,16.0,23759.0,1.0,0.0,1.0,1.0,1.0,75.76
3.75,3.0,3.0,2.0,3.0,9.48,0.0,0.0,27.0,30584.0,1.0,1.0,1.0,1.0,1.0,115.25
4.94,2.0,0.0,0.0,2.0,12.6,1.0,0.0,10.0,27694.0,1.0,1.0,1.0,1.0,1.0,50.79
1.79,1.0,2.0,0.0,2.0,21.1,0.0,0.0,16.0,28206.0,1.0,0.0,0.0,0.0,0.0,114.98
7.77,3.0,4.0,0.0,2.0,9.51,0.0,1.0,23.0,30584.0,1.0,1.0,1.0,1.0,1.0,146.72
8.91,3.0,3.0,0.0,1.0,13.4,1.0,1.0,27.0,30797.0,1.0,1.0,1.0,1.0,1.0,68.91
7.68,4.0,4.0,1.0,2.0,20.0,1.0,0.0,14.0,27694.0,1.0,1.0,1.0,1.0,1.0,144.38
2.67,3.0,3.0,3.0,3.0,8.61,1.0,0.0,29.0,23598.0,0.0,0.0,0.0,0.0,1.0,61.65
11.88,4.0,1.0,1.0,3.0,13.5,0.0,1.0,15.0,27694.0,1.0,1.0,1.0,1.0,1.0,95.78
2.91,3.0,3.0,1.0,1.0,13.2,0.0,0.0,25.0,23759.0,1.0,0.0,1.0,1.0,1.0,90.65
3.72,3.0,3.0,2.0,1.0,20.7,1.0,0.0,14.0,27694.0,1.0,1.0,1.0,1.0,1.0,126.62
3.12,4.0,0.0,0.0,2.0,19.7,1.0,0.0,7.0,23688.0,1.0,1.0,1.0,1.0,1.0,67.25
15.72,4.0,1.0,1.0,2.0,21.9,1.0,0.0,27.0,20319.0,0.0,0.0,0.0,0.0,0.0,108.22
4.2,3.0,2.0,1.0,1.0,7.28,1.0,1.0,21.0,23112.0,1.0,1.0,1.0,1.0,1.0,60.87
10.88,4.0,5.0,5.0,2.0,12.5,1.0,0.0,5.0,34791.0,0.0,0.0,1.0,1.0,0.0,105.19
6.2,4.0,4.0,1.0,2.0,10.6,0.0,1.0,13.0,21215.0,1.0,0.0,0.0,0.0,0.0,94.43
5.66,2.0,0.0,0.0,1.0,17.7,0.0,1.0,34.0,21215.0,1.0,0.0,0.0,0.0,0.0,59.19
4.8,4.0,4.0,0.0,3.0,11.5,1.0,1.0,22.0,23688.0,1.0,1.0,1.0,1.0,1.0,53.82
3.87,3.0,4.0,0.0,1.0,19.4,0.0,1.0,32.0,34791.0,0.0,0.0,1.0,1.0,0.0,66.37
9.4,4.0,5.0,2.0,1.0,9.06,1.0,0.0,2.0,36509.0,0.0,0.0,0.0,0.0,0.0,125.83
3.3,5.0,4.0,4.0,3.0,9.78,1.0,0.0,13.0,27694.0,1.0,1.0,1.0,1.0,1.0,54.11
2.24,2.0,4.0,0.0,3.0,21.1,1.0,0.0,26.0,30268.0,0.0,0.0,0.0,0.0,0.0,100.91
4.8,3.0,3.0,0.0,1.0,9.58,0.0,0.0,6.0,27694.0,1.0,1.0,1.0,1.0,1.0,111.51
6.08,4.0,2.0,2.0,2.0,10.0,1.0,0.0,32.0,20319.0,0.0,0.0,0.0,0.0,0.0,109.93
3.3,3.0,5.0,1.0,2.0,12.8,0.0,0.0,20.0,20319.0,0.0,0.0,0.0,0.0,0.0,126.24
6.9,3.0,1.0,1.0,2.0,8.32,0.0,0.0,23.0,34791.0,0.0,0.0,1.0,1.0,0.0,125.48
5.72,4.0,5.0,3.0,3.0,19.1,1.0,0.0,29.0,20319.0,0.0,0.0,0.0,0.0,0.0,119.3
3.44,4.0,3.0,3.0,2.0,19.1,1.0,0.0,7.0,30268.0,0.0,0.0,0.0,0.0,0.0,100.91
2.58,3.0,1.0,1.0,1.0,14.7,1.0,1.0,26.0,23759.0,1.0,0.0,1.0,1.0,1.0,121.93
4.84,4.0,3.0,0.0,3.0,19.0,1.0,0.0,24.0,30584.0,1.0,1.0,1.0,1.0,1.0,146.72
7.38,3.0,0.0,0.0,2.0,18.6,1.0,0.0,1.0,23759.0,1.0,0.0,1.0,1.0,1.0,106.73
5.5,2.0,0.0,0.0,2.0,14.7,0.0,0.0,3.0,28206.0,1.0,0.0,0.0,0.0,0.0,139.36
1.37,1.0,1.0,1.0,1.0,10.1,1.0,0.0,16.0,22478.0,1.0,0.0,0.0,0.0,0.0,134.01
2.4,2.0,4.0,0.0,3.0,7.26,0.0,1.0,21.0,27694.0,1.0,1.0,1.0,1.0,1.0,59.86
6.36,3.0,2.0,0.0,2.0,17.0,1.0,0.0,15.0,20319.0,0.0,0.0,0.0,0.0,0.0,140.19
16.15,5.0,4.0,0.0,3.0,10.0,1.0,0.0,16.0,30584.0,1.0,1.0,1.0,1.0,1.0,115.25
13.32,4.0,3.0,0.0,2.0,11.2,0.0,1.0,18.0,27694.0,1.0,1.0,1.0,1.0,1.0,80.29
7.28,4.0,5.0,5.0,2.0,9.16,1.0,1.0,23.0,34791.0,0.0,0.0,1.0,1.0,0.0,144.31
11.84,4.0,2.0,0.0,1.0,21.4,1.0,0.0,23.0,23598.0,0.0,0.0,0.0,0.0,1.0,107.89
8.61,3.0,3.0,0.0,2.0,17.1,0.0,0.0,34.0,38382.0,0.0,0.0,0.0,0.0,0.0,91.58
2.9,2.0,3.0,0.0,1.0,14.3,1.0,0.0,30.0,23112.0,1.0,1.0,1.0,1.0,1.0,122.77
6.63,3.0,4.0,4.0,2.0,18.2,0.0,1.0,23.0,23759.0,1.0,0.0,1.0,1.0,1.0,65.68
1.53,3.0,0.0,0.0,4.0,8.25,1.0,1.0,33.0,34452.0,1.0,0.0,0.0,0.0,1.0,87.76
3.51,3.0,4.0,0.0,4.0,13.5,1.0,0.0,9.0,20319.0,0.0,0.0,0.0,0.0,0.0,139.19
8.22,3.0,1.0,1.0,1.0,9.85,0.0,0.0,10.0,33858.0,1.0,0.0,1.0,1.0,1.0,73.05
5.34,3.0,5.0,0.0,4.0,13.4,1.0,0.0,25.0,27694.0,1.0,1.0,1.0,1.0,1.0,80.29
4.42,2.0,5.0,0.0,2.0,18.2,0.0,1.0,23.0,24597.0,1.0,0.0,0.0,0.0,0.0,108.27
5.91,3.0,4.0,0.0,1.0,20.0,1.0,0.0,9.0,30797.0,1.0,1.0,1.0,1.0,1.0,65.7
3.75,3.0,4.0,1.0,3.0,10.4,0.0,0.0,31.0,23112.0,1.0,1.0,1.0,1.0,1.0,95.45
3.6,4.0,3.0,3.0,1.0,17.4,0.0,1.0,26.0,30268.0,0.0,0.0,0.0,0.0,0.0,59.4
8.19,3.0,2.0,0.0,3.0,14.5,1.0,0.0,27.0,30797.0,1.0,1.0,1.0,1.0,1.0,99.38
7.95,3.0,4.0,2.0,2.0,21.8,1.0,0.0,7.0,20319.0,0.0,0.0,0.0,0.0,0.0,137.7
7.53,3.0,3.0,0.0,1.0,9.31,0.0,1.0,7.0,30797.0,1.0,1.0,1.0,1.0,1.0,62.4
14.55,5.0,5.0,1.0,4.0,21.5,1.0,0.0,24.0,23112.0,1.0,1.0,1.0,1.0,1.0,77.24
10.32,4.0,3.0,1.0,1.0,6.87,0.0,1.0,4.0,23759.0,1.0,0.0,1.0,1.0,1.0,65.68
5.43,3.0,1.0,0.0,0.0,7.2,0.0,0.0,7.0,23598.0,0.0,0.0,0.0,0.0,1.0,131.81
6.57,3.0,0.0,0.0,2.0,6.78,0.0,0.0,33.0,27694.0,1.0,1.0,1.0,1.0,1.0,131.75
3.12,2.0,4.0,1.0,2.0,21.9,1.0,1.0,31.0,38382.0,0.0,0.0,0.0,0.0,0.0,135.54
11.49,3.0,2.0,1.0,2.0,14.0,1.0,0.0,35.0,21215.0,1.0,0.0,0.0,0.0,0.0,144.18
2.52,4.0,4.0,1.0,1.0,14.5,1.0,0.0,3.0,30584.0,1.0,1.0,1.0,1.0,1.0,141.38
11.61,3.0,3.0,3.0,3.0,9.55,1.0,1.0,29.0,30797.0,1.0,1.0,1.0,1.0,1.0,65.7
5.4,2.0,3.0,0.0,2.0,21.4,1.0,0.0,10.0,23688.0,1.0,1.0,1.0,1.0,1.0,67.11
2.43,3.0,3.0,0.0,0.0,6.38,1.0,1.0,28.0,39696.0,0.0,0.0,1.0,1.0,0.0,68.15
7.88,4.0,1.0,0.0,3.0,19.9,0.0,0.0,14.0,21215.0,1.0,0.0,0.0,0.0,0.0,94.43
12.65,5.0,3.0,0.0,1.0,13.1,1.0,1.0,12.0,21215.0,1.0,0.0,0.0,0.0,0.0,135.8
11.94,3.0,1.0,0.0,4.0,14.8,0.0,0.0,30.0,23759.0,1.0,0.0,1.0,1.0,1.0,147.82
7.71,3.0,2.0,0.0,2.0,13.1,0.0,0.0,24.0,21215.0,1.0,0.0,0.0,0.0,0.0,76.98
9.63,3.0,4.0,0.0,4.0,18.8,1.0,0.0,22.0,39696.0,0.0,0.0,1.0,1.0,0.0,68.15
9.52,4.0,2.0,1.0,0.0,14.7,0.0,0.0,4.0,30584.0,1.0,1.0,1.0,1.0,1.0,79.59
4.65,3.0,2.0,0.0,1.0,9.48,1.0,1.0,21.0,27694.0,1.0,1.0,1.0,1.0,1.0,84.16
5.94,2.0,2.0,0.0,3.0,13.4,1.0,1.0,27.0,20319.0,0.0,0.0,0.0,0.0,0.0,124.36
5.0,4.0,1.0,0.0,1.0,8.28,1.0,0.0,18.0,39696.0,0.0,0.0,1.0,1.0,0.0,109.21
12.6,4.0,0.0,0.0,1.0,9.38,1.0,0.0,35.0,23112.0,1.0,1.0,1.0,1.0,1.0,77.24
13.72,4.0,2.0,2.0,3.0,16.0,0.0,0.0,13.0,33858.0,1.0,0.0,1.0,1.0,1.0,103.65
6.68,4.0,5.0,0.0,3.0,10.7,1.0,0.0,23.0,39696.0,0.0,0.0,1.0,1.0,0.0,82.61
4.47,3.0,1.0,1.0,0.0,21.7,0.0,1.0,19.0,30268.0,0.0,0.0,0.0,0.0,0.0,89.37
3.48,3.0,1.0,1.0,2.0,13.9,1.0,1.0,30.0,20319.0,0.0,0.0,0.0,0.0,0.0,137.7
4.82,2.0,4.0,4.0,2.0,11.5,0.0,1.0,24.0,23112.0,1.0,1.0,1.0,1.0,1.0,102.47
9.93,3.0,4.0,2.0,2.0,12.5,1.0,1.0,4.0,20319.0,0.0,0.0,0.0,0.0,0.0,81.85
3.42,2.0,1.0,1.0,3.0,20.9,0.0,1.0,23.0,27694.0,1.0,1.0,1.0,1.0,1.0,59.86
3.7,2.0,3.0,0.0,2.0,18.5,0.0,0.0,8.0,23759.0,1.0,0.0,1.0,1.0,1.0,147.82
10.6,4.0,5.0,0.0,1.0,10.8,0.0,0.0,21.0,21215.0,1.0,0.0,0.0,0.0,0.0,145.41
4.56,2.0,5.0,0.0,2.0,9.63,1.0,0.0,21.0,21215.0,1.0,0.0,0.0,0.0,0.0,69.63
3.72,4.0,4.0,0.0,1.0,14.4,1.0,0.0,4.0,23759.0,1.0,0.0,1.0,1.0,1.0,65.68
8.8,4.0,5.0,0.0,2.0,8.28,1.0,0.0,17.0,27694.0,1.0,1.0,1.0,1.0,1.0,111.51
8.16,3.0,1.0,1.0,1.0,14.2,1.0,0.0,4.0,34791.0,0.0,0.0,1.0,1.0,0.0,62.12
3.9,3.0,5.0,2.0,3.0,11.8,0.0,1.0,27.0,30268.0,0.0,0.0,0.0,0.0,0.0,133.42
3.36,2.0,4.0,0.0,2.0,10.4,1.0,0.0,11.0,20319.0,0.0,0.0,0.0,0.0,0.0,67.2
3.72,2.0,4.0,4.0,1.0,18.4,0.0,1.0,9.0,22478.0,1.0,0.0,0.0,0.0,0.0,101.65
5.28,4.0,0.0,0.0,2.0,20.9,1.0,0.0,16.0,23598.0,0.0,0.0,0.0,0.0,1.0,81.79
3.6,4.0,4.0,3.0,2.0,10.9,1.0,0.0,9.0,30268.0,0.0,0.0,0.0,0.0,0.0,57.52
9.33,3.0,0.0,0.0,3.0,17.6,1.0,1.0,18.0,33858.0,1.0,0.0,1.0,1.0,1.0,149.08
7.96,2.0,4.0,0.0,0.0,10.0,1.0,0.0,12.0,30584.0,1.0,1.0,1.0,1.0,1.0,115.25
11.55,3.0,0.0,0.0,2.0,16.2,1.0,0.0,34.0,27694.0,1.0,1.0,1.0,1.0,1.0,80.29
5.18,2.0,3.0,2.0,2.0,9.77,1.0,1.0,20.0,23688.0,1.0,1.0,1.0,1.0,1.0,131.81
9.72,3.0,0.0,0.0,1.0,15.0,0.0,0.0,32.0,23688.0,1.0,1.0,1.0,1.0,1.0,128.2
7.8,4.0,4.0,2.0,4.0,9.49,1.0,1.0,6.0,33858.0,1.0,0.0,1.0,1.0,1.0,111.7
1.71,3.0,4.0,0.0,2.0,16.3,0.0,0.0,27.0,27694.0,1.0,1.0,1.0,1.0,1.0,69.47
7.77,3.0,0.0,0.0,2.0,9.51,0.0,1.0,23.0,20319.0,0.0,0.0,0.0,0.0,0.0,117.4
1.92,3.0,3.0,0.0,2.0,16.4,0.0,0.0,31.0,21215.0,1.0,0.0,0.0,0.0,0.0,94.43
9.99,3.0,4.0,3.0,4.0,12.6,1.0,0.0,25.0,34791.0,0.0,0.0,1.0,1.0,0.0,55.45
1.52,2.0,0.0,0.0,2.0,10.4,1.0,1.0,22.0,30797.0,1.0,1.0,1.0,1.0,1.0,83.55
15.8,4.0,3.0,0.0,3.0,9.95,0.0,1.0,36.0,23759.0,1.0,0.0,1.0,1.0,1.0,75.76
3.78,3.0,5.0,3.0,4.0,19.8,0.0,1.0,8.0,27694.0,1.0,1.0,1.0,1.0,1.0,123.61
11.07,3.0,1.0,0.0,1.0,14.3,1.0,0.0,3.0,33858.0,1.0,0.0,1.0,1.0,1.0,136.74
8.48,4.0,5.0,2.0,3.0,15.6,1.0,0.0,2.0,30268.0,0.0,0.0,0.0,0.0,0.0,57.52
2.91,3.0,5.0,0.0,4.0,13.2,0.0,0.0,25.0,30797.0,1.0,1.0,1.0,1.0,1.0,92.57
3.68,4.0,0.0,0.0,3.0,17.2,1.0,1.0,27.0,27694.0,1.0,1.0,1.0,1.0,1.0,95.78
7.72,4.0,4.0,0.0,2.0,6.14,0.0,0.0,33.0,21215.0,1.0,0.0,0.0,0.0,0.0,138.53
3.51,3.0,5.0,2.0,3.0,13.5,1.0,0.0,9.0,23688.0,1.0,1.0,1.0,1.0,1.0,112.52
8.1,3.0,2.0,0.0,1.0,21.3,0.0,1.0,25.0,23598.0,0.0,0.0,0.0,0.0,1.0,122.51
7.32,3.0,0.0,0.0,0.0,13.7,1.0,1.0,2.0,23598.0,0.0,0.0,0.0,0.0,1.0,131.81
1.89,3.0,4.0,0.0,2.0,19.1,0.0,0.0,10.0,30268.0,0.0,0.0,0.0,0.0,0.0,135.5
3.08,2.0,2.0,0.0,2.0,8.44,0.0,1.0,16.0,27694.0,1.0,1.0,1.0,1.0,1.0,144.38
5.32,4.0,5.0,5.0,3.0,10.9,1.0,1.0,33.0,30584.0,1.0,1.0,1.0,1.0,1.0,115.25
6.93,3.0,1.0,0.0,1.0,9.02,1.0,0.0,15.0,27694.0,1.0,1.0,1.0,1.0,1.0,111.51
7.96,2.0,1.0,0.0,2.0,20.9,0.0,0.0,12.0,39696.0,0.0,0.0,1.0,1.0,0.0,106.1
3.6,3.0,1.0,1.0,2.0,7.26,0.0,1.0,21.0,23688.0,1.0,1.0,1.0,1.0,1.0,129.2
7.12,4.0,4.0,0.0,1.0,14.4,0.0,1.0,6.0,30584.0,1.0,1.0,1.0,1.0,1.0,86.79
6.56,4.0,3.0,0.0,4.0,7.63,0.0,0.0,18.0,20319.0,0.0,0.0,0.0,0.0,0.0,137.7
2.88,3.0,2.0,0.0,3.0,17.7,1.0,1.0,9.0,30584.0,1.0,1.0,1.0,1.0,1.0,148.62
7.89,3.0,5.0,3.0,4.0,12.6,0.0,0.0,29.0,27694.0,1.0,1.0,1.0,1.0,1.0,84.16
4.7,2.0,1.0,0.0,1.0,21.2,0.0,1.0,6.0,23688.0,1.0,1.0,1.0,1.0,1.0,112.52
8.88,4.0,4.0,0.0,2.0,16.1,1.0,0.0,29.0,23593.0,0.0,0.0,0.0,0.0,0.0,119.26
5.04,3.0,2.0,2.0,2.0,13.2,0.0,1.0,33.0,34791.0,0.0,0.0,1.0,1.0,0.0,66.37
4.42,2.0,0.0,0.0,3.0,9.36,0.0,0.0,25.0,30268.0,0.0,0.0,0.0,0.0,0.0,62.67
7.24,2.0,3.0,3.0,3.0,18.7,1.0,1.0,6.0,30268.0,0.0,0.0,0.0,0.0,0.0,97.45
6.86,2.0,2.0,2.0,2.0,13.2,0.0,0.0,5.0,20319.0,0.0,0.0,0.0,0.0,0.0,76.41
3.93,3.0,3.0,0.0,1.0,9.21,0.0,0.0,9.0,21215.0,1.0,0.0,0.0,0.0,0.0,69.63
6.16,4.0,5.0,0.0,1.0,17.5,1.0,1.0,26.0,23112.0,1.0,1.0,1.0,1.0,1.0,144.54
6.6,3.0,1.0,1.0,3.0,17.1,0.0,0.0,7.0,23112.0,1.0,1.0,1.0,1.0,1.0,53.21
10.68,3.0,4.0,0.0,1.0,16.0,1.0,1.0,2.0,27694.0,1.0,1.0,1.0,1.0,1.0,84.16
3.45,3.0,3.0,2.0,2.0,21.7,0.0,0.0,35.0,30797.0,1.0,1.0,1.0,1.0,1.0,99.38
5.61,3.0,2.0,0.0,4.0,13.2,1.0,1.0,29.0,33858.0,1.0,0.0,1.0,1.0,1.0,103.65
6.22,2.0,4.0,4.0,3.0,17.6,1.0,1.0,18.0,30584.0,1.0,1.0,1.0,1.0,1.0,54.36
13.88,4.0,2.0,0.0,1.0,9.56,0.0,0.0,25.0,20319.0,0.0,0.0,0.0,0.0,0.0,108.22
5.58,3.0,3.0,0.0,1.0,18.4,0.0,1.0,9.0,23598.0,0.0,0.0,0.0,0.0,1.0,101.84
7.77,3.0,2.0,2.0,4.0,19.0,0.0,0.0,7.0,23112.0,1.0,1.0,1.0,1.0,1.0,142.71
2.42,2.0,1.0,1.0,2.0,19.0,1.0,0.0,24.0,24597.0,1.0,0.0,0.0,0.0,0.0,108.27
5.04,3.0,2.0,0.0,2.0,13.2,0.0,1.0,33.0,21215.0,1.0,0.0,0.0,0.0,0.0,123.88
11.04,4.0,4.0,0.0,3.0,11.9,1.0,1.0,19.0,20319.0,0.0,0.0,0.0,0.0,0.0,126.24
7.52,4.0,0.0,0.0,3.0,16.1,0.0,0.0,12.0,20319.0,0.0,0.0,0.0,0.0,0.0,140.19
5.56,4.0,4.0,4.0,1.0,7.18,0.0,0.0,14.0,20319.0,0.0,0.0,0.0,0.0,0.0,140.19
1.36,2.0,1.0,0.0,3.0,16.9,0.0,1.0,26.0,33858.0,1.0,0.0,1.0,1.0,1.0,95.74
5.32,4.0,2.0,0.0,3.0,20.6,1.0,0.0,29.0,27694.0,1.0,1.0,1.0,1.0,1.0,80.29
7.52,4.0,1.0,0.0,4.0,12.3,1.0,1.0,23.0,20319.0,0.0,0.0,0.0,0.0,0.0,119.3
10.6,4.0,4.0,3.0,3.0,10.0,0.0,0.0,30.0,30797.0,1.0,1.0,1.0,1.0,1.0,76.88
5.2,4.0,4.0,3.0,4.0,13.0,0.0,1.0,29.0,30797.0,1.0,1.0,1.0,1.0,1.0,99.38
2.43,3.0,3.0,2.0,2.0,6.33,1.0,1.0,20.0,30268.0,0.0,0.0,0.0,0.0,0.0,79.95
11.08,4.0,3.0,3.0,4.0,21.7,0.0,0.0,19.0,33858.0,1.0,0.0,1.0,1.0,1.0,59.83
10.2,4.0,1.0,0.0,1.0,12.2,0.0,1.0,7.0,20319.0,0.0,0.0,0.0,0.0,0.0,145.6
3.8,2.0,1.0,0.0,3.0,11.3,1.0,0.0,34.0,27694.0,1.0,1.0,1.0,1.0,1.0,143.83
2.01,3.0,4.0,0.0,3.0,17.5,0.0,0.0,30.0,30584.0,1.0,1.0,1.0,1.0,1.0,115.25
2.22,3.0,1.0,1.0,4.0,8.69,0.0,0.0,11.0,23593.0,0.0,0.0,0.0,0.0,0.0,73.27
5.72,4.0,5.0,1.0,2.0,19.1,1.0,0.0,29.0,20319.0,0.0,0.0,0.0,0.0,0.0,117.29
